Problem,status,CPU time,time,veriT result
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902244/CMOS-opamp-chunk-0295.smt2,unsat,Unparsable output,0.0374574661,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902208/CMOS-opamp-chunk-0086.smt2,sat,Unparsable output,0.0337769985,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902334/CMOS-opamp-chunk-0300.smt2,sat,Unparsable output,0.0515387058,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902200/CMOS-opamp-chunk-0176.smt2,sat,Unparsable output,0.0541365147,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902417/CMOS-opamp-chunk-0158.smt2,unsat,Unparsable output,0.0328195095,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902312/CMOS-opamp-chunk-0188.smt2,sat,Unparsable output,0.034116745,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902399/CMOS-opamp-chunk-0325.smt2,sat,Unparsable output,0.0362517834,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902216/CMOS-opamp-chunk-0142.smt2,sat,Unparsable output,0.042140007,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902355/CMOS-opamp-chunk-0023.smt2,unsat,Unparsable output,0.0427277088,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902373/CMOS-opamp-chunk-0145.smt2,sat,Unparsable output,0.048635006,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902397/CMOS-opamp-chunk-0268.smt2,sat,Unparsable output,0.0338218212,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902252/CMOS-opamp-chunk-0143.smt2,sat,Unparsable output,0.028182745,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902329/CMOS-opamp-chunk-0152.smt2,unsat,Unparsable output,0.0529339314,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902378/CMOS-opamp-chunk-0202.smt2,unsat,Unparsable output,0.029695034,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902165/CMOS-opamp-chunk-0028.smt2,unsat,Unparsable output,0.0325474739,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902333/CMOS-opamp-chunk-0243.smt2,sat,Unparsable output,0.03256464,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902270/CMOS-opamp-chunk-0309.smt2,sat,Unparsable output,0.0359389782,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902300/CMOS-opamp-chunk-0139.smt2,sat,Unparsable output,0.0418887138,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902351/CMOS-opamp-chunk-0219.smt2,sat,Unparsable output,0.0399768353,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902262/CMOS-opamp-chunk-0223.smt2,unsat,Unparsable output,0.0314471722,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902342/CMOS-opamp-chunk-0339.smt2,sat,Unparsable output,0.0467107296,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902295/CMOS-opamp-chunk-0266.smt2,sat,Unparsable output,0.0483193398,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902239/CMOS-opamp-chunk-0117.smt2,unsat,Unparsable output,0.0268783569,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902222/CMOS-opamp-chunk-0174.smt2,unsat,Unparsable output,0.0353426933,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902248/CMOS-opamp-chunk-0312.smt2,unsat,Unparsable output,0.0354292393,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902408/CMOS-opamp-chunk-0197.smt2,unsat,Unparsable output,0.0234158039,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902390/CMOS-opamp-chunk-0159.smt2,sat,Unparsable output,0.0329725742,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902398/CMOS-opamp-chunk-0047.smt2,unsat,Unparsable output,0.0364980698,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902393/CMOS-opamp-chunk-0262.smt2,unsat,Unparsable output,0.0583412647,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902223/CMOS-opamp-chunk-0031.smt2,sat,Unparsable output,0.0362832546,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902193/CMOS-opamp-chunk-0316.smt2,sat,Unparsable output,0.0368528366,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902257/CMOS-opamp-chunk-0146.smt2,unsat,Unparsable output,0.0490562916,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902326/CMOS-opamp-chunk-0180.smt2,unsat,Unparsable output,0.0479476452,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902231/CMOS-opamp-chunk-0062.smt2,unsat,Unparsable output,0.0289852619,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902199/CMOS-opamp-chunk-0246.smt2,unsat,Unparsable output,0.0655119419,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902230/CMOS-opamp-chunk-0280.smt2,sat,Unparsable output,0.0287511349,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902308/CMOS-opamp-chunk-0111.smt2,unsat,Unparsable output,0.0582025051,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902254/CMOS-opamp-chunk-0250.smt2,sat,Unparsable output,0.0409519672,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902314/CMOS-opamp-chunk-0331.smt2,sat,Unparsable output,0.0436758995,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902388/CMOS-opamp-chunk-0235.smt2,unsat,Unparsable output,0.0405213833,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902159/CMOS-opamp-chunk-0108.smt2,sat,Unparsable output,0.0408596992,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902237/CMOS-opamp-chunk-0079.smt2,unsat,Unparsable output,0.0514042377,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902258/CMOS-opamp-chunk-0193.smt2,sat,Unparsable output,0.0278713703,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902299/CMOS-opamp-chunk-0116.smt2,sat,Unparsable output,0.0516591072,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902330/CMOS-opamp-chunk-0094.smt2,sat,Unparsable output,0.0396409035,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902249/CMOS-opamp-chunk-0138.smt2,sat,Unparsable output,0.0425963402,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902389/CMOS-opamp-chunk-0182.smt2,unsat,Unparsable output,0.0620646477,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902272/CMOS-opamp-chunk-0314.smt2,sat,Unparsable output,0.0425875187,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902264/CMOS-opamp-chunk-0128.smt2,sat,Unparsable output,0.0469663143,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902160/CMOS-opamp-chunk-0192.smt2,unsat,Unparsable output,0.05945611,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902291/CMOS-opamp-chunk-0025.smt2,sat,Unparsable output,0.0341894627,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902426/CMOS-opamp-chunk-0307.smt2,sat,Unparsable output,0.0313119888,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902327/CMOS-opamp-chunk-0274.smt2,sat,Unparsable output,0.0343587399,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902195/CMOS-opamp-chunk-0042.smt2,sat,Unparsable output,0.0388288498,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902235/CMOS-opamp-chunk-0178.smt2,sat,Unparsable output,0.0588479042,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902228/CMOS-opamp-chunk-0115.smt2,sat,Unparsable output,0.0473558903,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902402/CMOS-opamp-chunk-0187.smt2,sat,Unparsable output,0.0319881439,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902256/CMOS-opamp-chunk-0141.smt2,unsat,Unparsable output,0.0281720161,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902150/CMOS-opamp-chunk-0093.smt2,unsat,Unparsable output,0.0409376621,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902353/CMOS-opamp-chunk-0326.smt2,sat,Unparsable output,0.0379629135,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902273/CMOS-opamp-chunk-0321.smt2,sat,Unparsable output,0.0429365635,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902220/CMOS-opamp-chunk-0248.smt2,sat,Unparsable output,0.0426483154,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902198/CMOS-opamp-chunk-0301.smt2,sat,Unparsable output,0.041352272,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902403/CMOS-opamp-chunk-0055.smt2,unsat,Unparsable output,0.0466096401,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902321/CMOS-opamp-chunk-0097.smt2,sat,Unparsable output,0.0457565784,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902242/CMOS-opamp-chunk-0241.smt2,unsat,Unparsable output,0.0355885029,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902379/CMOS-opamp-chunk-0294.smt2,sat,Unparsable output,0.0413882732,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902284/CMOS-opamp-chunk-0228.smt2,sat,Unparsable output,0.0489456654,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902153/CMOS-opamp-chunk-0162.smt2,sat,Unparsable output,0.0361120701,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902171/CMOS-opamp-chunk-0154.smt2,unsat,Unparsable output,0.0570576191,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902178/CMOS-opamp-chunk-0165.smt2,unsat,Unparsable output,0.0485596657,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902375/CMOS-opamp-chunk-0341.smt2,unsat,Unparsable output,0.0362279415,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902427/CMOS-opamp-chunk-0040.smt2,unsat,Unparsable output,0.0372874737,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902311/CMOS-opamp-chunk-0133.smt2,sat,Unparsable output,0.0365047455,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902286/CMOS-opamp-chunk-0088.smt2,unsat,Unparsable output,0.0323343277,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902194/CMOS-opamp-chunk-0259.smt2,sat,Unparsable output,0.038500309,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902309/CMOS-opamp-chunk-0057.smt2,unsat,Unparsable output,0.0337338448,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902322/CMOS-opamp-chunk-0135.smt2,sat,Unparsable output,0.0362019539,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902155/CMOS-opamp-chunk-0194.smt2,sat,Unparsable output,0.0427513123,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902253/CMOS-opamp-chunk-0156.smt2,sat,Unparsable output,0.0350971222,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902383/CMOS-opamp-chunk-0065.smt2,sat,Unparsable output,0.0492434502,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902292/CMOS-opamp-chunk-0247.smt2,sat,Unparsable output,0.035369873,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902251/CMOS-opamp-chunk-0311.smt2,sat,Unparsable output,0.0406649113,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902232/CMOS-opamp-chunk-0112.smt2,sat,Unparsable output,0.0315957069,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902338/CMOS-opamp-chunk-0110.smt2,unsat,Unparsable output,0.0322430134,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902356/CMOS-opamp-chunk-0322.smt2,sat,Unparsable output,0.0620882511,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902304/CMOS-opamp-chunk-0238.smt2,sat,Unparsable output,0.0458755493,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902281/CMOS-opamp-chunk-0170.smt2,unsat,Unparsable output,0.0583052635,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902313/CMOS-opamp-chunk-0218.smt2,unsat,Unparsable output,0.0389697552,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902380/CMOS-opamp-chunk-0333.smt2,sat,Unparsable output,0.0631389618,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902401/CMOS-opamp-chunk-0305.smt2,sat,Unparsable output,0.0579805374,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902238/CMOS-opamp-chunk-0318.smt2,sat,Unparsable output,0.049087286,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902268/CMOS-opamp-chunk-0245.smt2,sat,Unparsable output,0.0397553444,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902395/CMOS-opamp-chunk-0233.smt2,sat,Unparsable output,0.0315418243,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902202/CMOS-opamp-chunk-0310.smt2,sat,Unparsable output,0.0571854115,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902227/CMOS-opamp-chunk-0074.smt2,sat,Unparsable output,0.0430626869,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902382/CMOS-opamp-chunk-0166.smt2,sat,Unparsable output,0.0287969112,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902175/CMOS-opamp-chunk-0168.smt2,sat,Unparsable output,0.0303311348,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902184/CMOS-opamp-chunk-0151.smt2,sat,Unparsable output,0.0415349007,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902416/CMOS-opamp-chunk-0324.smt2,unsat,Unparsable output,0.0423870087,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902421/CMOS-opamp-chunk-0289.smt2,unsat,Unparsable output,0.0319781303,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902146/CMOS-opamp-chunk-0256.smt2,sat,Unparsable output,0.0333147049,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902192/CMOS-opamp-chunk-0038.smt2,sat,Unparsable output,0.0337488651,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902339/CMOS-opamp-chunk-0200.smt2,sat,Unparsable output,0.0543804169,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902374/CMOS-opamp-chunk-0099.smt2,sat,Unparsable output,0.0312402248,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902337/CMOS-opamp-chunk-0304.smt2,sat,Unparsable output,0.0430886745,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902276/CMOS-opamp-chunk-0126.smt2,sat,Unparsable output,0.027837038,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902280/CMOS-opamp-chunk-0330.smt2,unsat,Unparsable output,0.0453212261,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902298/CMOS-opamp-chunk-0317.smt2,unsat,Unparsable output,0.0465614796,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902260/CMOS-opamp-chunk-0136.smt2,sat,Unparsable output,0.0317969322,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902186/CMOS-opamp-chunk-0327.smt2,unsat,Unparsable output,0.0687572956,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902422/CMOS-opamp-chunk-0211.smt2,sat,Unparsable output,0.0368413925,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902197/CMOS-opamp-chunk-0272.smt2,unsat,Unparsable output,0.0582139492,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902368/CMOS-opamp-chunk-0261.smt2,sat,Unparsable output,0.0457787514,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902224/CMOS-opamp-chunk-0044.smt2,sat,Unparsable output,0.0350077152,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902154/CMOS-opamp-chunk-0252.smt2,unsat,Unparsable output,0.0351538658,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902346/CMOS-opamp-chunk-0291.smt2,unsat,Unparsable output,0.0532610416,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902363/CMOS-opamp-chunk-0123.smt2,sat,Unparsable output,0.0609314442,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902324/CMOS-opamp-chunk-0144.smt2,unsat,Unparsable output,0.0272772312,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902366/CMOS-opamp-chunk-0068.smt2,unsat,Unparsable output,0.0374643803,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902255/CMOS-opamp-chunk-0053.smt2,sat,Unparsable output,0.0290033817,sat
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902349/CMOS-opamp-chunk-0163.smt2,sat,Unparsable output,0.0618672371,unknown
/home/tungvx/raSAT/development_ver/raSAT/Test/smtlib-20140121/QF_NRA/meti-tarski/CMOS/902176/CMOS-opamp-chunk-0334.smt2,unsat,Unparsable output,0.0392289162,unknown
